"11a7 -- Immigration and emigration by age (5-year), sex and area, 1990-2024"

"Area","Sex","Age","Information","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Varkaus","Total","Total","Emigration from Finland",17,30,24,15,12,37,31,10,19,38,26,31,36,21,23,32,34,37,26,33,26,30,31,30,16,28,24,18,27,123,12,15,13,23,27
"Varkaus","Total","Total","Net migration",25,22,10,16,7,-23,-2,17,9,0,5,23,15,9,26,-12,16,13,91,34,59,81,58,33,36,21,69,25,21,-50,55,29,31,288,300
"Vehmaa","Total","Total","Immigration to Finland",0,3,0,0,1,4,6,1,4,0,2,4,2,4,3,5,0,3,3,2,6,2,4,4,10,5,6,11,6,6,17,19,14,44,32
"Vehmaa","Total","Total","Emigration from Finland",3,0,0,0,3,0,0,1,0,14,0,2,2,2,3,4,2,2,1,0,2,4,0,1,6,7,3,1,0,0,1,1,1,1,0
"Vehmaa","Total","Total","Net migration",-3,3,0,0,-2,4,6,0,4,-14,2,2,0,2,0,1,-2,1,2,2,4,-2,4,3,4,-2,3,10,6,6,16,18,13,43,32
"Vesanto","Total","Total","Immigration to Finland",4,15,3,3,2,2,0,0,0,0,2,2,4,0,6,2,1,5,0,5,5,0,2,3,4,1,1,2,2,2,0,2,2,23,9
"Vesanto","Total","Total","Emigration from Finland",2,0,1,1,1,1,3,0,1,1,1,2,0,0,1,4,0,1,1,1,1,0,1,2,2,2,3,0,2,4,1,3,1,1,3
"Vesanto","Total","Total","Net migration",2,15,2,2,1,1,-3,0,-1,-1,1,0,4,0,5,-2,1,4,-1,4,4,0,1,1,2,-1,-2,2,0,-2,-1,-1,1,22,6
"Vesilahti","Total","Total","Immigration to Finland",0,11,2,4,3,4,0,0,0,1,2,10,3,4,11,1,6,18,6,9,1,6,8,1,1,2,17,5,15,2,5,9,3,0,14
"Vesilahti","Total","Total","Emigration from Finland",0,0,0,1,1,5,2,3,1,1,11,1,6,3,1,8,6,2,4,4,3,2,7,0,3,12,8,2,5,8,4,2,4,10,9
"Vesilahti","Total","Total","Net migration",0,11,2,3,2,-1,-2,-3,-1,0,-9,9,-3,1,10,-7,0,16,2,5,-2,4,1,1,-2,-10,9,3,10,-6,1,7,-1,-10,5
"Veteli","Total","Total","Immigration to Finland",2,1,0,6,6,2,1,8,3,4,3,1,3,1,9,8,4,1,10,7,8,4,9,4,7,4,16,16,6,6,3,1,10,16,18
"Veteli","Total","Total","Emigration from Finland",1,2,0,1,2,0,5,2,3,0,3,1,3,4,7,2,0,0,2,1,2,2,1,1,0,2,1,3,4,2,1,3,0,1,2
"Veteli","Total","Total","Net migration",1,-1,0,5,4,2,-4,6,0,4,0,0,0,-3,2,6,4,1,8,6,6,2,8,3,7,2,15,13,2,4,2,-2,10,15,16
"Vieremä","Total","Total","Immigration to Finland",2,5,5,9,2,1,0,2,6,3,6,4,6,2,7,16,19,15,9,19,12,16,13,8,9,8,4,11,9,7,6,22,20,29,11
"Vieremä","Total","Total","Emigration from Finland",7,4,3,6,1,0,0,0,3,0,11,3,8,2,3,4,5,3,6,1,6,4,4,1,5,6,2,0,4,7,1,2,1,4,8
"Vieremä","Total","Total","Net migration",-5,1,2,3,1,1,0,2,3,3,-5,1,-2,0,4,12,14,12,3,18,6,12,9,7,4,2,2,11,5,0,5,20,19,25,3
"Vihti","Total","Total","Immigration to Finland",53,59,32,71,26,25,33,33,27,48,29,58,50,47,75,79,119,87,114,99,125,121,112,125,102,75,153,112,109,77,79,110,147,166,130
"Vihti","Total","Total","Emigration from Finland",29,23,25,15,32,34,35,35,43,28,30,45,59,67,52,26,32,43,43,62,63,62,54,43,73,58,80,57,70,77,64,43,47,56,56
"Vihti","Total","Total","Net migration",24,36,7,56,-6,-9,-2,-2,-16,20,-1,13,-9,-20,23,53,87,44,71,37,62,59,58,82,29,17,73,55,39,0,15,67,100,110,74
"Viitasaari","Total","Total","Immigration to Finland",4,16,7,6,12,17,18,14,11,15,11,16,24,12,19,20,3,21,15,10,6,9,10,20,12,10,30,3,17,13,16,16,22,54,13
"Viitasaari","Total","Total","Emigration from Finland",7,5,13,11,16,8,8,8,19,4,17,14,4,7,5,7,7,4,6,6,6,0,5,4,6,8,2,4,10,4,4,3,5,2,5
"Viitasaari","Total","Total","Net migration",-3,11,-6,-5,-4,9,10,6,-8,11,-6,2,20,5,14,13,-4,17,9,4,0,9,5,16,6,2,28,-1,7,9,12,13,17,52,8
"Vimpeli","Total","Total","Immigration to Finland",1,2,5,3,2,4,3,4,1,4,4,1,5,3,3,1,3,6,4,6,3,1,2,5,1,2,2,7,1,14,9,18,12,24,11
"Vimpeli","Total","Total","Emigration from Finland",1,1,5,2,6,1,4,2,2,3,0,4,3,1,0,0,6,0,1,0,0,1,4,1,1,1,0,1,3,3,0,1,0,2,0
"Vimpeli","Total","Total","Net migration",0,1,0,1,-4,3,-1,2,-1,1,4,-3,2,2,3,1,-3,6,3,6,3,0,-2,4,0,1,2,6,-2,11,9,17,12,22,11
"Virolahti","Total","Total","Immigration to Finland",5,11,1,0,2,8,3,8,5,14,11,26,13,11,20,21,17,13,30,18,16,15,39,12,16,14,2,7,8,9,10,12,6,22,12
"Virolahti","Total","Total","Emigration from Finland",0,1,0,1,1,4,3,0,5,4,4,7,5,5,3,4,0,2,0,4,1,5,5,4,4,4,12,8,4,9,4,4,0,3,3
"Virolahti","Total","Total","Net migration",5,10,1,-1,1,4,0,8,0,10,7,19,8,6,17,17,17,11,30,14,15,10,34,8,12,10,-10,-1,4,0,6,8,6,19,9
"Virrat","Total","Total","Immigration to Finland",12,18,10,6,4,2,8,5,4,12,4,12,8,3,4,14,38,28,31,19,21,21,12,5,10,15,24,21,17,5,16,22,35,53,23
"Virrat","Total","Total","Emigration from Finland",4,5,8,4,4,2,6,5,8,3,5,2,8,7,1,6,5,17,6,3,11,7,4,6,9,7,14,4,13,14,12,3,2,4,2
"Virrat","Total","Total","Net migration",8,13,2,2,0,0,2,0,-4,9,-1,10,0,-4,3,8,33,11,25,16,10,14,8,-1,1,8,10,17,4,-9,4,19,33,49,21
"Vårdö","Total","Total","Immigration to Finland",6,3,3,0,3,3,1,5,6,10,1,1,7,5,11,7,12,8,8,13,10,11,2,9,7,5,9,2,12,3,17,17,8,10,3
"Vårdö","Total","Total","Emigration from Finland",0,0,1,3,1,0,2,4,4,2,0,7,2,8,3,6,2,2,4,5,5,7,8,2,3,2,4,4,1,4,6,3,8,1,13
"Vårdö","Total","Total","Net migration",6,3,2,-3,2,3,-1,1,2,8,1,-6,5,-3,8,1,10,6,4,8,5,4,-6,7,4,3,5,-2,11,-1,11,14,0,9,-10
"Vörå","Total","Total","Immigration to Finland",8,73,30,95,75,52,68,21,57,68,38,114,29,19,49,87,70,127,201,145,111,148,93,90,122,100,124,69,86,58,62,74,54,141,64
"Vörå","Total","Total","Emigration from Finland",28,10,27,10,16,41,29,22,16,33,27,24,29,18,19,31,19,24,25,21,14,21,12,10,19,22,21,27,25,43,23,11,23,12,31
"Vörå","Total","Total","Net migration",-20,63,3,85,59,11,39,-1,41,35,11,90,0,1,30,56,51,103,176,124,97,127,81,80,103,78,103,42,61,15,39,63,31,129,33
"Ylitornio","Total","Total","Immigration to Finland",51,36,28,23,21,28,30,18,14,18,14,17,14,17,35,30,20,27,26,28,21,20,16,21,23,24,11,40,30,31,23,13,41,39,28
"Ylitornio","Total","Total","Emigration from Finland",35,19,26,16,27,15,21,20,18,29,16,23,48,30,20,28,25,28,30,21,8,21,16,19,24,13,6,9,16,13,6,4,6,7,16
"Ylitornio","Total","Total","Net migration",16,17,2,7,-6,13,9,-2,-4,-11,-2,-6,-34,-13,15,2,-5,-1,-4,7,13,-1,0,2,-1,11,5,31,14,18,17,9,35,32,12
"Ylivieska","Total","Total","Immigration to Finland",11,15,11,9,13,8,6,3,15,14,16,20,12,21,25,26,11,24,22,26,13,14,23,25,47,20,51,24,13,21,12,23,23,83,22
"Ylivieska","Total","Total","Emigration from Finland",3,10,8,8,6,7,14,7,29,19,18,9,8,18,14,5,24,10,20,14,7,8,10,5,13,25,20,5,11,7,9,7,11,8,8
"Ylivieska","Total","Total","Net migration",8,5,3,1,7,1,-8,-4,-14,-5,-2,11,4,3,11,21,-13,14,2,12,6,6,13,20,34,-5,31,19,2,14,3,16,12,75,14
"Ylöjärvi","Total","Total","Immigration to Finland",22,28,39,25,29,26,30,24,29,42,45,60,56,68,64,74,62,79,68,54,60,78,57,49,59,43,50,47,34,73,45,48,69,57,76
"Ylöjärvi","Total","Total","Emigration from Finland",8,44,21,22,14,36,26,22,40,22,44,44,39,20,35,49,37,22,32,16,33,42,29,33,49,30,50,38,46,36,32,25,33,37,30
"Ylöjärvi","Total","Total","Net migration",14,-16,18,3,15,-10,4,2,-11,20,1,16,17,48,29,25,25,57,36,38,27,36,28,16,10,13,0,9,-12,37,13,23,36,20,46
"Ypäjä","Total","Total","Immigration to Finland",3,5,5,7,1,1,5,4,4,2,2,1,5,4,8,10,3,11,7,5,2,6,7,1,4,4,11,12,0,7,5,0,1,5,6
"Ypäjä","Total","Total","Emigration from Finland",0,2,3,1,0,1,1,0,6,1,3,2,2,10,7,1,2,0,5,2,2,0,0,1,4,4,12,8,6,1,2,3,1,1,2
"Ypäjä","Total","Total","Net migration",3,3,2,6,1,0,4,4,-2,1,-1,-1,3,-6,1,9,1,11,2,3,0,6,7,0,0,0,-1,4,-6,6,3,-3,0,4,4
"Ähtäri","Total","Total","Immigration to Finland",8,12,9,1,12,8,6,13,9,11,5,7,9,9,16,8,6,10,7,4,16,7,10,5,14,9,9,5,9,11,9,18,10,65,11
"Ähtäri","Total","Total","Emigration from Finland",11,2,10,9,11,7,9,9,5,7,5,8,6,4,4,3,3,1,3,6,0,1,4,7,5,7,12,5,3,7,9,2,3,6,6
"Ähtäri","Total","Total","Net migration",-3,10,-1,-8,1,1,-3,4,4,4,0,-1,3,5,12,5,3,9,4,-2,16,6,6,-2,9,2,-3,0,6,4,0,16,7,59,5
"Äänekoski","Total","Total","Immigration to Finland",44,42,40,24,31,15,17,41,16,35,24,50,31,28,42,35,47,39,32,30,19,32,32,24,23,30,66,32,29,61,48,27,32,174,167
"Äänekoski","Total","Total","Emigration from Finland",13,15,21,30,17,23,16,31,23,24,32,24,30,12,12,25,16,13,25,28,9,22,16,16,5,19,18,14,23,13,9,5,19,15,14
"Äänekoski","Total","Total","Net migration",31,27,19,-6,14,-8,1,10,-7,11,-8,26,1,16,30,10,31,26,7,2,10,10,16,8,18,11,48,18,6,48,39,22,13,159,153
